Media Outlet,Ad Instance Date Time (EST),Ad Length,Net Cleared,P25-54 Imps +3 (Actual),CPM,Ad,Program,Program Genre,Feed,Market,Attributes,Ad Instance ID
Jeopardy,8/17/2021 14:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SIOUX FALLS   ,KSFY,34388385
Jeopardy,8/17/2021 15:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SOUTH BEND    ,GSBT,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SOUTH BEND    ,WSBT,34388385
Jeopardy,8/17/2021 14:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SPOKANE       ,KHQ ,34388385
Jeopardy,8/17/2021 19:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SPOKANE       ,KHQ ,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,"SPRINGFIELD,MA",WWLP,34388385
Jeopardy,8/17/2021 17:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,"SPRINGFIELD,MO",KSPR,34388385
Jeopardy,8/17/2021 11:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,"SPRINGFIELD,MO",KSPR,34388385
Jeopardy,8/17/2021 16:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,ST JOSEPH     ,KQTV,34388385
Jeopardy,8/17/2021 16:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,ST JOSEPH     ,KQTV,34388385
Jeopardy,8/17/2021 16:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,ST LOUIS      ,KSDK,34388385
Jeopardy,8/17/2021 12:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,ST LOUIS      ,KSDK,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SYRACUSE      ,WSYT,34388385
Jeopardy,8/17/2021 22:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,SYRACUSE      ,WSYT,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TALLAHASSEE   ,WCTV,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TAMPA         ,WTSP,34388385
Jeopardy,8/17/2021 16:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TERRE HAUTE   ,WTWO,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TERRE HAUTE   ,WTWO,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TOLEDO        ,WTOL,34388385
Jeopardy,8/17/2021 17:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TOPEKA        ,KTKA,34388385
Jeopardy,8/17/2021 6:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TOPEKA        ,KTMJ,34388385
Jeopardy,8/17/2021 19:35,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TRAVERSE CITY ,WPBN,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TRI CITIES    ,WCYB,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TUCSON        ,KGUN,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TULSA         ,KTUL,34388385
Jeopardy,8/17/2021 16:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TWIN FALLS    ,KMVT,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TWIN FALLS    ,KMVT,34388385
Jeopardy,8/17/2021 11:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TYLER         ,KLTV,34388385
Jeopardy,8/18/2021 1:18,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,TYLER         ,KLTV,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,UTICA         ,WKTV,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WACO          ,KCEN,34388385
Jeopardy,8/17/2021 19:35,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,"WASHINGTON,DC ",WJLA,34388385
Jeopardy,8/17/2021 22:43,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WATERTOWN     ,WNYF,34388385
Jeopardy,8/17/2021 19:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WATERTOWN     ,WWNY,34388385
Jeopardy,8/17/2021 13:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WAUSAU        ,WJFW,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WAUSAU        ,WJFW,34388385
Jeopardy,8/17/2021 19:35,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WEST PALM BCH ,WPBF,34388385
Jeopardy,8/17/2021 19:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WHEELING      ,WTOV,34388385
Jeopardy,8/17/2021 16:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WICHITA       ,KSNW,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WICHITA       ,KSNW,34388385
Jeopardy,8/17/2021 16:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WICHITA FALLS ,KAUZ,34388385
Jeopardy,8/17/2021 16:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WICHITA FALLS ,KAUZ,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WILKES BARRE  ,WBRE,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WILMINGTON    ,WECT,34388385
Jeopardy,8/18/2021 3:06,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,WILMINGTON    ,WECT,34388385
Jeopardy,8/17/2021 19:35,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,YAKIMA        ,KNDO,34388385
Jeopardy,8/17/2021 12:07,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,YAKIMA        ,KNDO,34388385
Jeopardy,8/17/2021 19:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,YOUNGSTOWN    ,WKBN,34388385
Jeopardy,8/17/2021 17:37,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,YOUNGSTOWN    ,WYTV,34388385
Jeopardy,8/17/2021 15:36,:15,96.59,4.0812,23.66705871,Open Sesame 15 V2,JEOPARDY!,,Live,YUMA          ,NYMA,34388385
MISC,9/13/2021 0:00,N/A,0,,,Credit Sesame GA Totals,,,Live,MISC,,34597108
INVESTIGATION DISCOVERY,9/14/2021 0:14,:30,42.5,75.9,0.559947299,Open Sesame 30 V2,A Time To Kill,crime / mystery & suspense / police / reality,Dual,National,LOC,34606781
ASPIRE,9/14/2021 0:33,:30,42.5,0.7186,59.14277762,Open Sesame 30 V2,Animator,action/adventure / animated / fantasy,Live,National,,34606830
REELZ CHANNEL,9/14/2021 0:37,:30,68,23.4,2.905982906,Open Sesame 30 V2,Gangsters: America's Most Evil,crime / Documentary / profile,Live,National,LOC,34606787
BOUNCE-TV,9/14/2021 0:43,:30,102,22.5,4.533333333,How Does Your Credit Grow 30 V2,Inside Man,crime drama / drama / modernized copy / mystery & suspense / suspense/thriller,Live,National,LOC,34606743
FX MOVIE CHANNEL,9/14/2021 0:45,:30,17,8.4,2.023809524,Open Sesame 30 V2,Independence Day: Resurgence,action/adventure / sci-fi / sequel / war,Dual,National,LOC,34606772
LEARNING CHANNEL,9/14/2021 1:14,:30,42.5,17.2,2.470930233,Open Sesame 30 V2,90 Day: The Single Life,drama / reality / Romance,Dual,National,LOC,34606794
BOUNCE-TV,9/14/2021 1:17,:30,102,23.7,4.303797468,Open Sesame 30 V2,Inside Man,crime drama / drama / modernized copy / mystery & suspense / suspense/thriller,Live,National,LOC,34606744
FX MOVIE CHANNEL,9/14/2021 1:34,:30,17,8.4,2.023809524,How Does Your Credit Grow 30 V2,Independence Day: Resurgence,action/adventure / sci-fi / sequel / war,Dual,National,LOC,34606771
TBD NETWORK,9/14/2021 1:39,:30,8.5,8,1.0625,Open Sesame 30 V2,,,Dual,National,,34606758
REELZ CHANNEL,9/14/2021 1:42,:30,68,16.2,4.197530864,Going Camping 30,Gangsters: America's Most Evil,crime / Documentary / profile,Live,National,LOC,34606786
LEARNING CHANNEL,9/14/2021 1:58,:30,42.5,17.4,2.442528736,Going Camping 30,90 Day: The Single Life,drama / reality / Romance,Dual,National,LOC,34606793
ANTENNA TV,9/14/2021 2:01,:30,12.75,19,0.671052632,Open Sesame 30 V2,Three's Company,Comedy / Sitcom,Dual,National,,34606773
QUEST,9/14/2021 2:13,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,America's Book of Secrets,Documentary / government / history / Politics,Live,National,,34606835
INVESTIGATION DISCOVERY,9/14/2021 2:14,:30,42.5,59.1,0.719120135,Going Camping 30,The Murder Tapes,candid camera/spy cam / crime / docudrama / Documentary / mystery & suspense / police / profile / reality,Dual,National,LOC,34606779
HALLMARK CHANNEL,9/14/2021 2:15,:30,42.5,36,1.180555556,Open Sesame 30 V2,Frasier,Comedy / family / Sitcom / spin-off,Dual,National,LOC,34606777
TBD NETWORK,9/14/2021 2:19,:30,8.5,6,1.416666667,Going Camping 30,,,Dual,National,,34606756
TURNER NETWORK TELEVISION,9/14/2021 2:20,:30,2337.5,60,38.95833333,Going Camping 30,Arrow,action/adventure / adaptation / crime drama / fantasy,Dual,National,,34606760
TBS SUPERSTATION,9/14/2021 2:33,:30,1275,34,37.5,How Does Your Credit Grow 30 V2,The the Cube,Game Show / reality competition / reboot/reimagining,Dual,National,,34606759
INVESTIGATION DISCOVERY,9/14/2021 2:37,:30,42.5,59.7,0.711892797,How Does Your Credit Grow 30 V2,The Murder Tapes,candid camera/spy cam / crime / docudrama / Documentary / mystery & suspense / police / profile / reality,Dual,National,LOC,34606780
ANIMAL PLANET,9/14/2021 2:39,:30,17,12.3,1.382113821,How Does Your Credit Grow 30 V2,Alaskan Bush People,action/adventure / environment / family / fishing / hunting / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,34606734
NATIONAL GEOGRAPHIC CHANNEL,9/14/2021 2:41,:30,25.5,22,1.159090909,Open Sesame 30 V2,Lost Treasures of Egypt,architecture / art / Documentary / educational / history,Dual,National,LOC,34606762
WE TV,9/14/2021 2:46,:30,42.5,24,1.770833333,Open Sesame 30 V2,Law & Order: Criminal Intent,crime drama / drama / police / spin-off,Dual,National,LOC,34606737
TBD NETWORK,9/14/2021 2:47,:30,8.5,5,1.7,How Does Your Credit Grow 30 V2,,,Dual,National,,34606757
TRAVEL CHANNEL,9/14/2021 2:47,:30,0,7.8,0,Open Sesame 30 V2,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34606801
QUEST,9/14/2021 2:48,:30,17,0.2874,59.15100905,Open Sesame 30 V2,America's Book of Secrets,Documentary / government / history / Politics,Live,National,,34606836
OWN: OPRAH WINFREY NETWORK,9/14/2021 3:13,:30,25.5,17.1,1.49122807,How Does Your Credit Grow 30 V2,Deadline: Crime with Tamron Hall,crime / crime drama / Documentary / interview / mystery & suspense / police / reality / talk,Dual,National,LOC,34606741
TRAVEL CHANNEL,9/14/2021 3:26,:30,0,7.8,0,Going Camping 30,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34606799
INVESTIGATION DISCOVERY,9/14/2021 3:28,:30,42.5,53.7,0.791433892,Open Sesame 30 V2,Fear Thy Neighbor,crime / Documentary / legal / reality,Dual,National,LOC,34606782
TRAVEL CHANNEL,9/14/2021 3:46,:30,0,5.4,0,How Does Your Credit Grow 30 V2,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34606800
OWN: OPRAH WINFREY NETWORK,9/14/2021 3:48,:30,25.5,16.2,1.574074074,Open Sesame 30 V2,Deadline: Crime with Tamron Hall,crime / crime drama / Documentary / interview / mystery & suspense / police / reality / talk,Dual,National,LOC,34606742
SUNDANCE CHANNEL,9/14/2021 3:58,:30,42.5,2.4,17.70833333,Going Camping 30,Erin Brockovich,comedy-drama / courtroom / docudrama / drama / modernized copy,Dual,National,LOC,34606774
TURNER NETWORK TELEVISION,9/14/2021 4:09,:30,340,61,5.573770492,How Does Your Credit Grow 30 V2,Arrow,action/adventure / adaptation / crime drama / fantasy,Dual,National,,34606761
HALLMARK CHANNEL,9/14/2021 4:14,:30,42.5,29.1,1.4604811,Going Camping 30,Frasier,Comedy / family / Sitcom / spin-off,Dual,National,LOC,34606776
HALLMARK MOVIES & MYSTERIES,9/14/2021 4:20,:30,25.5,6.3,4.047619048,How Does Your Credit Grow 30 V2,"Magnum, P.I.",action/adventure / crime drama / mystery & suspense / season copy,Dual,National,LOC,34606789
ANIMAL PLANET,9/14/2021 4:22,:30,8.5,9,0.944444444,Open Sesame 30 V2,Dr. Jeff: Rocky Mountain Vet,animals / medicine / nature / pets / reality,Dual,National,LOC,34606733
AMERICAN MOVIE CLASSICS,9/14/2021 4:45,:30,34,6.6,5.151515152,Open Sesame 30 V2,The Walking Dead,adaptation / drama / fantasy / Horror / sci-fi / season copy / suspense/thriller,Dual,National,LOC,34606767
SUNDANCE CHANNEL,9/14/2021 4:47,:30,42.5,2.4,17.70833333,How Does Your Credit Grow 30 V2,Erin Brockovich,comedy-drama / courtroom / docudrama / drama / modernized copy,Dual,National,LOC,34606775
LAFF TV,9/14/2021 4:59,:30,21.25,9,2.361111111,Open Sesame 30 V2,Reinvigorate Your Legs and Ft,infomercial / other,Live,National,,34606755
HALLMARK MOVIES & MYSTERIES,9/14/2021 5:22,:30,25.5,6.3,4.047619048,Open Sesame 30 V2,"Magnum, P.I.",action/adventure / crime drama / mystery & suspense / season copy,Dual,National,LOC,34606790
BOUNCE-TV,9/14/2021 5:28,:30,42.5,10.2,4.166666667,Going Camping 30,The Real,talk / tvgtalk,Live,National,LOC,34606745
LAFF TV,9/14/2021 5:29,:30,21.25,11,1.931818182,Going Camping 30,BACK PAIN RELIEF NOW!,infomercial / other,Live,National,,34606754
BOUNCE-TV,9/14/2021 5:58,:30,42.5,8.4,5.05952381,How Does Your Credit Grow 30 V2,The Real,talk / tvgtalk,Live,National,LOC,34606746
OWN: OPRAH WINFREY NETWORK,9/13/2021 6:19,:30,25.5,14.4,1.770833333,Open Sesame 30 V2,Dr. Phil,advice / talk / tvgtalk,Dual,National,LOC,34600505
OWN: OPRAH WINFREY NETWORK,9/13/2021 7:10,:30,25.5,12.3,2.073170732,Going Camping 30,Dr. Phil,advice / psychology / season copy / talk / tvgtalk,Dual,National,LOC,34600504
ACCUWEATHER,9/13/2021 7:23,:30,34,0.5749,59.14072013,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34600543
WEATHER CHANNEL,9/13/2021 7:46,:30,51,9.2,5.543478261,Open Sesame 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,34600502
FX NETWORK,9/13/2021 8:07,:30,59.5,19.2,3.098958333,Open Sesame 30 V2,Rough Night,Comedy / suspense/thriller,Dual,National,LOC,34600526
ACCUWEATHER,9/13/2021 8:23,:30,34,0.5749,59.14072013,Going Camping 30,Accuweather,Weather,Live,National,LOC,34600539
ACCUWEATHER,9/13/2021 8:53,:30,34,0.5749,59.14072013,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34600541
ASPIRE,9/13/2021 9:20,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Blueprint,drama,Live,National,,34600557
ACCUWEATHER,9/13/2021 9:23,:30,34,0.5749,59.14072013,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34600544
DISCOVERY CHANNEL,9/13/2021 9:38,:30,51,5,10.2,Open Sesame 30 V2,Monster Garage,auto info / engineering / reality,Dual,National,LOC,34600501
ASPIRE,9/13/2021 10:12,:30,17,0.2874,59.15100905,Going Camping 30,Urban Indie Film Block,other / short subject,Live,National,,34600555
ACCUWEATHER,9/13/2021 10:23,:30,34,0.5749,59.14072013,Going Camping 30,Accuweather,Weather,Live,National,LOC,34600540
ASPIRE,9/13/2021 10:36,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,Urban Indie Film Block,other / short subject,Live,National,,34600556
QUEST,9/13/2021 10:38,:30,127.5,2.1557,59.14552118,Going Camping 30,Auction Kings,auction / collectibles / entertainment / reality,Live,National,,34602086
ACCUWEATHER,9/13/2021 11:23,:30,34,0.5749,59.14072013,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34600542
QUEST,9/13/2021 11:37,:30,127.5,2.1557,59.14552118,How Does Your Credit Grow 30 V2,American Restoration,entertainment / history / hobbies & crafts / reality,Live,National,,34602087
WEATHER CHANNEL,9/13/2021 11:46,:30,42.5,6.8,6.25,Going Camping 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,34600503
ACCUWEATHER,9/13/2021 12:23,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34600547
MTV2,9/13/2021 12:30,:30,15.3,0,,Open Sesame 30 V2,American Pie Presents: Beta House,Comedy / sequel,Dual,National,LOC,34600528
ACCUWEATHER,9/13/2021 13:23,:30,17,0.2874,59.15100905,Going Camping 30,Accuweather,Weather,Live,National,LOC,34600545
MTV2,9/13/2021 14:38,:30,15.3,4,3.825,Going Camping 30,American Pie Presents The Naked Mile,Comedy / sequel,Dual,National,LOC,34600527
BLACK ENTERTAINMENT TELEVISION,9/13/2021 15:35,:30,935,52,17.98076923,How Does Your Credit Grow 30 V2,Tyler Perry's Meet the Browns,adaptation / Comedy / Sitcom / spin-off,Dual,National,,34600507
TRAVEL CHANNEL,9/13/2021 16:19,:30,51,11.2,4.553571429,Open Sesame 30 V2,Mysteries of the Unknown,mystery & suspense / Paranormal,Dual,National,LOC,34600522
QUEST,9/13/2021 16:20,:30,127.5,2.1557,59.14552118,Open Sesame 30 V2,Storage Wars Texas,reality / reality competition / spin-off,Live,National,,34602088
FX MOVIE CHANNEL,9/13/2021 16:46,:30,13.6,0.9,15.11111111,Open Sesame 30 V2,Mamma Mia! Here We Go Again,Comedy / musical / Romance / sequel,Dual,National,LOC,34600512
TRAVEL CHANNEL,9/13/2021 17:23,:30,51,11.4,4.473684211,Going Camping 30,Mysteries of the Unknown,mystery & suspense / Paranormal,Dual,National,LOC,34600521
QUEST,9/13/2021 17:26,:30,127.5,2.1557,59.14552118,Going Camping 30,Cajun Pawn Stars,business / collectibles / entertainment / reality / spin-off / workplace,Live,National,,34602089
ASPIRE,9/13/2021 18:03,:30,42.5,0.7186,59.14277762,Open Sesame 30 V2,In the House,christmas / Comedy / Sitcom,Live,National,,34600553
BOUNCE-TV,9/13/2021 18:11,:30,127.5,15.6,8.173076923,Going Camping 30,Blues Brothers 2000,blues / Comedy / modernized copy / Music / sequel,Live,National,LOC,34600506
ACCUWEATHER,9/13/2021 18:23,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34600548
ASPIRE,9/13/2021 18:44,:30,42.5,0.7186,59.14277762,Going Camping 30,In the House,Comedy / Sitcom,Live,National,,34600549
FX MOVIE CHANNEL,9/13/2021 18:57,:30,13.6,3,4.533333333,How Does Your Credit Grow 30 V2,Independence Day: Resurgence,action/adventure / sci-fi / sequel / war,Dual,National,LOC,34600511
MTV2,9/13/2021 19:19,:30,28.05,12,2.3375,How Does Your Credit Grow 30 V2,Teen Mom 2,behind-the-scenes / christmas / family issues / parenting / part info in copy / reality / retrospective / season copy / spin-off / teens,Dual,National,LOC,34600530
ACCUWEATHER,9/13/2021 19:23,:30,17,0.2874,59.15100905,Going Camping 30,Accuweather,Weather,Live,National,LOC,34600546
MTV2,9/13/2021 20:07,:30,28.05,9.6,2.921875,Open Sesame 30 V2,Teen Mom 2,behind-the-scenes / christmas / family issues / parenting / part info in copy / reality / retrospective / season copy / spin-off / teens,Dual,National,LOC,34600532
ASPIRE,9/13/2021 20:09,:30,42.5,0.7186,59.14277762,How Does Your Credit Grow 30 V2,The Bernie Mac Show,Comedy / Sitcom,Live,National,,34600551
NICKELODEON,9/13/2021 20:18,:30,110.5,24.3,4.547325103,Open Sesame 30 V2,SpongeBob SquarePants,action/adventure / animals / animated / cartoon / children / Comedy / family / fantasy / other,Dual,National,LOC,34600516
FX MOVIE CHANNEL,9/13/2021 20:25,:30,17,7.5,2.266666667,Open Sesame 30 V2,Deadpool,action/adventure / Comedy / fantasy / sci-fi / spin-off,Dual,National,LOC,34600510
NICKELODEON,9/13/2021 20:48,:30,110.5,24.9,4.437751004,Going Camping 30,SpongeBob SquarePants,action/adventure / animals / animated / cartoon / children / Comedy / family / fantasy,Dual,National,LOC,34600515
FX MOVIE CHANNEL,9/13/2021 21:05,:30,17,10.8,1.574074074,How Does Your Credit Grow 30 V2,Deadpool,action/adventure / Comedy / fantasy / sci-fi / spin-off,Dual,National,LOC,34600509
MTV2,9/13/2021 21:09,:30,28.05,10.4,2.697115385,Going Camping 30,Little Nicky,Comedy / fantasy / modernized copy / other,Dual,National,LOC,34600529
MTV2,9/13/2021 21:34,:30,28.05,7.6,3.690789474,How Does Your Credit Grow 30 V2,Little Nicky,Comedy / fantasy / modernized copy / other,Dual,National,LOC,34600531
ASPIRE,9/13/2021 21:35,:30,42.5,0.7186,59.14277762,Open Sesame 30 V2,My Wife and Kids,Comedy / family / Sitcom,Live,National,,34600554
HALLMARK MOVIES & MYSTERIES,9/13/2021 21:36,:30,55.25,10.5,5.261904762,Open Sesame 30 V2,Morning Show Mysteries,adaptation / crime drama / mystery & suspense,Dual,National,LOC,34600518
ASPIRE,9/13/2021 22:09,:30,42.5,0.7186,59.14277762,Going Camping 30,My Wife and Kids,Comedy / family / Sitcom,Live,National,,34600550
REELZ CHANNEL,9/13/2021 22:36,:30,106.25,18,5.902777778,Open Sesame 30 V2,Gangsters: America's Most Evil,crime / Documentary / profile,Live,National,LOC,34600514
FX MOVIE CHANNEL,9/13/2021 22:41,:30,17,5.7,2.98245614,Going Camping 30,Deadpool,action/adventure / Comedy / fantasy / sci-fi / spin-off,Dual,National,LOC,34600508
TRAVEL CHANNEL,9/13/2021 22:47,:30,76.5,17.2,4.447674419,Open Sesame 30 V2,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34600525
HEROES & ICONS NETWORK,9/13/2021 22:56,:30,161.5,30,5.383333333,Going Camping 30,Star Trek: Deep Space Nine,fantasy / sci-fi / spin-off,Live,National,,34600519
HALLMARK CHANNEL,9/13/2021 23:17,:30,136,53.4,2.546816479,How Does Your Credit Grow 30 V2,The Golden Girls,Comedy / Sitcom,Dual,National,LOC,34600513
HALLMARK MOVIES & MYSTERIES,9/13/2021 23:18,:30,55.25,12.3,4.491869919,Going Camping 30,"Murder, She Wrote",crime drama / mystery & suspense / season copy,Dual,National,LOC,34600517
TRAVEL CHANNEL,9/13/2021 23:26,:30,76.5,18.2,4.203296703,Going Camping 30,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34600523
HEROES & ICONS NETWORK,9/13/2021 23:38,:30,161.5,34,4.75,How Does Your Credit Grow 30 V2,Star Trek: Voyager,fantasy / sci-fi / spin-off,Live,National,,34600520
TRAVEL CHANNEL,9/13/2021 23:46,:30,76.5,20.8,3.677884615,How Does Your Credit Grow 30 V2,Mysteries at the Castle,history / magazine / Travel,Dual,National,LOC,34600524
ASPIRE,9/13/2021 23:50,:30,42.5,0.7186,59.14277762,How Does Your Credit Grow 30 V2,Animator,action/adventure / animated / fantasy,Live,National,,34600552
MISC,9/14/2021 0:00,N/A,0,,,Credit Sesame GA Totals,,,Live,MISC,,34604838
BOUNCE-TV,9/15/2021 0:07,:30,102,27.6,3.695652174,How Does Your Credit Grow 30 V2,Bullet to the Head,action/adventure / adaptation / drama / mystery & suspense / suspense/thriller,Live,National,LOC,34614520
LEARNING CHANNEL,9/15/2021 0:15,:30,42.5,15.8,2.689873418,How Does Your Credit Grow 30 V2,My Big Fat Fabulous Life,dance / drama / entertainment / fitness / health / reality,Dual,National,LOC,34614577
HALLMARK MOVIES & MYSTERIES,9/15/2021 0:20,:30,55.25,11.1,4.977477477,Open Sesame 30 V2,"Murder, She Wrote",crime drama / mystery & suspense / season copy,Dual,National,LOC,34614574
ASPIRE,9/15/2021 0:40,:30,42.5,0.7186,59.14277762,Going Camping 30,Unboxed With Nikki Chu,decorating / home & garden / home projects,Live,National,,34614615
TRAVEL CHANNEL,9/15/2021 0:40,:30,0,10.8,0,How Does Your Credit Grow 30 V2,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34614585
HEROES & ICONS NETWORK,9/15/2021 0:42,:30,28.05,6,4.675,Going Camping 30,Star Trek: Enterprise,prequel / sci-fi / spin-off,Live,National,,34614579
FOX NEWS CHANNEL,9/15/2021 0:46,:30,135.15,35.8,3.775139665,Going Camping 30,Fox News@Night With Shannon Bream,newscast,Live,National,LOC,34614565
REELZ CHANNEL,9/15/2021 0:50,:30,68,17.1,3.976608187,How Does Your Credit Grow 30 V2,Behind Closed Doors with Natalie Morales,celebrities / entertainment / profile,Live,National,LOC,34614570
LEARNING CHANNEL,9/15/2021 1:15,:30,42.5,13.4,3.171641791,Open Sesame 30 V2,My Big Fat Fabulous Life,dance / drama / entertainment / fitness / health / reality,Dual,National,LOC,34614578
FOX NEWS CHANNEL,9/15/2021 1:24,:30,135.15,33.4,4.046407186,How Does Your Credit Grow 30 V2,Tucker Carlson Tonight,Politics / public affairs,Live,National,LOC,34614566
HEROES & ICONS NETWORK,9/15/2021 1:29,:30,28.05,7,4.007142857,How Does Your Credit Grow 30 V2,The District,crime drama / drama,Live,National,,34614580
FX MOVIE CHANNEL,9/15/2021 1:37,:30,17,2.1,8.095238095,Going Camping 30,The Darkest Minds,adaptation / other / sci-fi / suspense/thriller,Dual,National,LOC,34614548
TBD NETWORK,9/15/2021 1:39,:30,8.5,10,0.85,Open Sesame 30 V2,,,Dual,National,,34614532
TRAVEL CHANNEL,9/15/2021 1:40,:30,0,10.2,0,Open Sesame 30 V2,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34614586
